Sequence Number,[Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_STBD_MAG_1 Range to Node,SF_STBD_MAG_1 Easting,SF_STBD_MAG_1 Northing,Magnetic Field 30011_MAG_SFSTBD_1_883381 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30015_MAG_SFSTBD_5_883767 [nT] Value,Value Value,Value Comment,Value Comment,10003_MRU_SF_STBD Pitch,10003_MRU_SF_STBD Roll
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.05,664068.74,5987016.72,325.86,2.76,243.13,664222.28,5986774.30,50062.32,1279.00,35.26,2.50,50053.39,1426.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.09,664068.68,5987016.81,325.86,2.76,243.13,664222.21,5986774.39,50062.24,1279.00,35.26,2.50,50053.35,1423.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.14,664068.60,5987016.92,325.86,2.76,243.13,664222.13,5986774.51,50062.25,1279.00,35.26,2.48,50053.39,1426.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.17,664068.55,5987017.00,325.86,2.76,243.13,664222.08,5986774.58,50062.32,1279.00,35.26,2.48,50053.39,1426.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.25,664068.43,5987017.17,325.86,2.76,243.13,664221.95,5986774.76,50062.28,1279.00,35.26,2.49,50053.31,1423.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.29,664068.36,5987017.27,325.86,2.76,243.13,664221.89,5986774.85,50062.25,1279.00,35.26,2.49,50053.31,1423.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.33,664068.30,5987017.36,325.86,2.76,243.13,664221.82,5986774.94,50062.05,1279.00,35.26,2.50,50053.21,1423.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.37,664068.23,5987017.45,325.86,2.76,243.13,664221.75,5986775.03,50062.19,1279.00,35.26,2.50,50053.35,1426.00,883381,883767,0.47,0.33
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.46,664068.10,5987017.63,325.76,2.75,243.13,664221.63,5986775.22,50062.20,1279.00,35.26,2.49,50053.39,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.50,664068.04,5987017.73,325.76,2.75,243.13,664221.56,5986775.31,50062.24,1279.00,35.26,2.49,50053.21,1428.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.54,664067.98,5987017.82,325.76,2.75,243.13,664221.50,5986775.40,50062.10,1279.00,35.26,2.48,50053.21,1428.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.58,664067.91,5987017.91,325.76,2.75,243.13,664221.43,5986775.49,50062.10,1279.00,35.26,2.48,50053.26,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.66,664067.79,5987018.09,325.76,2.75,243.13,664221.31,5986775.68,50062.11,1279.00,35.26,2.49,50053.25,1426.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.70,664067.72,5987018.19,325.76,2.75,243.13,664221.24,5986775.77,50062.28,1279.00,35.26,2.49,50053.31,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.74,664067.66,5987018.28,325.76,2.75,243.13,664221.17,5986775.86,50062.14,1279.00,35.26,2.47,50053.31,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.78,664067.60,5987018.37,325.76,2.75,243.13,664221.11,5986775.95,50062.11,1277.00,35.26,2.47,50053.31,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.82,664067.53,5987018.46,325.76,2.75,243.13,664221.05,5986776.05,50062.10,1277.00,35.26,2.47,50053.25,1423.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.91,664067.40,5987018.65,325.76,2.75,243.13,664220.91,5986776.24,50062.05,1277.00,35.26,2.47,50053.21,1426.00,883381,883767,0.90,1.54
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.94,664067.34,5987018.74,325.76,2.75,243.13,664220.85,5986776.32,50062.05,1277.00,35.26,2.49,50053.21,1426.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:33.98,664067.27,5987018.82,325.68,2.75,243.13,664220.81,5986776.42,50062.11,1277.00,35.26,2.49,50053.26,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.03,664067.21,5987018.92,325.68,2.75,243.13,664220.74,5986776.51,50061.96,1277.00,35.26,2.48,50053.26,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.11,664067.08,5987019.10,325.68,2.75,243.13,664220.60,5986776.69,50061.83,1274.00,35.26,2.48,50053.03,1426.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.15,664067.02,5987019.20,325.68,2.75,243.13,664220.53,5986776.78,50061.98,1277.00,35.26,2.48,50053.03,1426.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.19,664066.96,5987019.29,325.68,2.75,243.13,664220.47,5986776.88,50062.01,1277.00,35.26,2.48,50053.20,1426.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.23,664066.89,5987019.38,325.68,2.75,243.13,664220.40,5986776.97,50062.01,1274.00,35.26,2.47,50053.17,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.27,664066.83,5987019.47,325.68,2.75,243.13,664220.36,5986777.06,50061.92,1274.00,35.26,2.47,50053.17,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.35,664066.70,5987019.66,325.68,2.75,243.13,664220.22,5986777.25,50061.79,1277.00,35.26,2.47,50053.02,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.39,664066.64,5987019.75,325.68,2.75,243.13,664220.15,5986777.34,50061.83,1277.00,35.26,2.47,50053.02,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.45,664066.55,5987019.87,325.68,2.75,243.13,664220.08,5986777.46,50061.96,1274.00,35.26,2.48,50053.08,1423.00,883381,883767,0.42,0.61
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.47,664066.51,5987019.93,325.68,2.75,243.13,664220.04,5986777.53,50061.92,1274.00,35.26,2.48,50053.03,1423.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.55,664066.38,5987020.12,325.68,2.75,243.13,664219.90,5986777.71,50061.93,1277.00,35.26,2.49,50053.03,1423.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.60,664066.32,5987020.21,325.68,2.75,243.13,664219.84,5986777.80,50061.83,1277.00,35.26,2.49,50052.94,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.64,664066.25,5987020.30,325.60,2.75,243.19,664220.48,5986778.24,50061.69,1277.00,35.26,2.47,50052.94,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.68,664066.19,5987020.39,325.60,2.75,243.19,664220.42,5986778.34,50061.87,1277.00,35.26,2.47,50052.93,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.76,664066.06,5987020.57,325.60,2.75,243.19,664220.30,5986778.53,50061.89,1274.00,35.26,2.47,50053.12,1423.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.80,664066.00,5987020.66,325.60,2.75,243.19,664220.24,5986778.63,50061.69,1277.00,35.26,2.47,50052.90,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.84,664065.93,5987020.75,325.60,2.75,243.19,664220.16,5986778.69,50061.69,1277.00,35.26,2.51,50052.90,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.88,664065.87,5987020.84,325.60,2.75,243.19,664220.10,5986778.79,50061.74,1274.00,35.26,2.51,50052.90,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:34.93,664065.79,5987020.96,325.60,2.75,243.19,664220.02,5986778.92,50061.84,1277.00,35.26,2.49,50053.08,1426.00,883381,883767,0.12,1.04
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.00,664065.68,5987021.12,325.60,2.75,243.19,664219.90,5986779.06,50061.87,1277.00,35.26,2.49,50053.02,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.04,664065.61,5987021.21,325.60,2.75,243.19,664219.84,5986779.16,50061.83,1277.00,35.26,2.50,50053.02,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.08,664065.55,5987021.30,325.60,2.75,243.19,664219.78,5986779.25,50061.65,1274.00,35.26,2.50,50052.90,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.12,664065.48,5987021.39,325.60,2.75,243.19,664219.72,5986779.35,50061.66,1277.00,35.26,2.48,50052.90,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.20,664065.36,5987021.58,325.60,2.75,243.19,664219.60,5986779.54,50061.69,1277.00,35.26,2.48,50052.88,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.25,664065.29,5987021.67,325.58,2.75,243.19,664219.53,5986779.63,50061.74,1277.00,35.26,2.48,50052.94,1423.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.29,664065.22,5987021.78,325.58,2.75,243.19,664219.46,5986779.74,50061.65,1279.00,35.26,2.48,50052.81,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.33,664065.17,5987021.85,325.58,2.75,243.19,664219.42,5986779.82,50061.74,1277.00,35.26,2.48,50052.93,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.41,664065.04,5987022.04,325.58,2.75,243.19,664219.27,5986780.00,50061.57,1277.00,35.26,2.48,50052.85,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.46,664064.96,5987022.16,325.58,2.75,243.19,664219.20,5986780.12,50061.69,1277.00,35.26,2.51,50052.94,1426.00,883381,883767,0.44,1.14
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.49,664064.91,5987022.22,325.58,2.75,243.19,664219.16,5986780.19,50061.74,1277.00,35.26,2.51,50052.94,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.53,664064.85,5987022.32,325.58,2.75,243.19,664219.10,5986780.29,50061.65,1277.00,35.26,2.46,50052.84,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.57,664064.79,5987022.41,325.58,2.75,243.19,664219.04,5986780.38,50061.71,1277.00,35.26,2.46,50052.84,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.65,664064.66,5987022.60,325.58,2.75,243.19,664218.90,5986780.57,50061.69,1279.00,35.26,2.47,50052.97,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.69,664064.60,5987022.69,325.58,2.75,243.19,664218.84,5986780.66,50061.74,1277.00,35.26,2.47,50052.97,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.73,664064.53,5987022.78,325.58,2.75,243.19,664218.78,5986780.76,50061.65,1277.00,35.26,2.48,50052.97,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.78,664064.47,5987022.87,325.58,2.75,243.19,664218.72,5986780.86,50061.69,1277.00,35.26,2.48,50052.85,1426.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.86,664064.34,5987023.06,325.55,2.75,243.20,664218.59,5986781.02,50061.75,1277.00,35.26,2.48,50052.97,1423.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.90,664064.28,5987023.15,325.55,2.75,243.20,664218.53,5986781.11,50061.78,1274.00,35.26,2.48,50052.99,1428.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.94,664064.21,5987023.24,325.55,2.75,243.20,664218.47,5986781.21,50061.74,1277.00,35.26,2.48,50052.99,1428.00,883381,883767,-2.23,1.48
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:35.98,664064.15,5987023.33,325.55,2.75,243.20,664218.41,5986781.31,50061.74,1277.00,35.26,2.48,50052.93,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.06,664064.02,5987023.52,325.55,2.75,243.20,664218.27,5986781.49,50061.74,1277.00,35.26,2.47,50052.94,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.10,664063.96,5987023.61,325.55,2.75,243.20,664218.22,5986781.58,50061.61,1277.00,35.26,2.47,50052.97,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.15,664063.88,5987023.73,325.55,2.75,243.20,664218.14,5986781.70,50061.69,1277.00,35.26,2.47,50052.97,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.18,664063.83,5987023.80,325.55,2.75,243.20,664218.10,5986781.78,50061.78,1277.00,35.31,2.47,50052.97,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.22,664063.77,5987023.89,325.55,2.75,243.20,664218.04,5986781.87,50061.87,1277.00,35.31,2.45,50053.08,1423.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.30,664063.64,5987024.08,325.55,2.75,243.18,664217.90,5986782.07,50061.79,1277.00,35.31,2.45,50052.99,1426.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.34,664063.58,5987024.17,325.55,2.75,243.18,664217.84,5986782.17,50061.69,1277.00,35.31,2.46,50052.90,1423.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.38,664063.52,5987024.26,325.55,2.75,243.18,664217.79,5986782.26,50061.74,1277.00,35.31,2.46,50052.90,1423.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.43,664063.45,5987024.37,325.56,2.75,243.19,664217.67,5986782.34,50061.83,1277.00,35.31,2.46,50053.08,1428.00,883381,883767,0.48,-0.09
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.51,664063.33,5987024.54,325.56,2.75,243.19,664217.55,5986782.51,50061.84,1277.00,35.31,2.46,50052.90,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.55,664063.26,5987024.63,325.56,2.75,243.19,664217.49,5986782.61,50061.83,1277.00,35.31,2.48,50052.90,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.59,664063.20,5987024.72,325.56,2.75,243.19,664217.43,5986782.70,50061.78,1277.00,35.31,2.48,50052.99,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.63,664063.14,5987024.82,325.56,2.75,243.19,664217.36,5986782.79,50061.65,1277.00,35.31,2.45,50052.90,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.67,664063.07,5987024.91,325.56,2.75,243.19,664217.30,5986782.89,50061.79,1274.00,35.31,2.45,50052.90,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.75,664062.95,5987025.09,325.56,2.75,243.19,664217.17,5986783.07,50061.87,1277.00,35.26,2.44,50052.88,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.79,664062.89,5987025.19,325.56,2.75,243.19,664217.11,5986783.16,50061.78,1277.00,35.26,2.44,50052.88,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.83,664062.82,5987025.28,325.56,2.75,243.19,664217.05,5986783.26,50061.69,1274.00,35.26,2.45,50052.94,1423.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.87,664062.76,5987025.37,325.56,2.75,243.19,664216.98,5986783.35,50061.78,1274.00,35.26,2.45,50052.94,1423.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:36.96,664062.63,5987025.56,325.56,2.75,243.19,664216.86,5986783.54,50061.79,1274.00,35.26,2.44,50052.97,1426.00,883381,883767,-0.08,0.51
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.00,664062.57,5987025.65,325.56,2.75,243.19,664216.80,5986783.63,50061.83,1277.00,35.26,2.44,50052.94,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.04,664062.51,5987025.74,325.56,2.75,243.19,664216.73,5986783.72,50061.78,1277.00,35.26,2.43,50052.94,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.08,664062.44,5987025.83,325.56,2.75,243.19,664216.67,5986783.82,50061.78,1277.00,35.26,2.43,50052.90,1428.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.16,664062.32,5987026.02,325.56,2.75,243.19,664216.54,5986784.00,50061.75,1277.00,35.26,2.44,50052.97,1428.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.20,664062.25,5987026.11,325.56,2.75,243.19,664216.48,5986784.10,50061.87,1277.00,35.26,2.44,50053.03,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.24,664062.19,5987026.20,325.56,2.75,243.19,664216.42,5986784.19,50061.78,1274.00,35.26,2.45,50053.03,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.28,664062.13,5987026.30,325.56,2.75,243.19,664216.36,5986784.28,50061.78,1274.00,35.31,2.45,50053.03,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.32,664062.06,5987026.39,325.56,2.75,243.19,664216.29,5986784.38,50061.75,1277.00,35.31,2.42,50052.94,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.40,664061.94,5987026.57,325.56,2.75,243.19,664216.17,5986784.56,50061.78,1277.00,35.31,2.42,50052.99,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.44,664061.87,5987026.66,325.56,2.75,243.19,664216.10,5986784.65,50061.83,1277.00,35.31,2.42,50052.99,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.48,664061.81,5987026.76,325.56,2.75,243.19,664216.04,5986784.75,50061.83,1277.00,35.31,2.42,50052.99,1426.00,883381,883767,-0.43,-0.38
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.52,664061.75,5987026.85,325.56,2.75,243.19,664215.98,5986784.84,50061.79,1277.00,35.31,2.43,50053.02,1426.00,883381,883767,0.13,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.61,664061.62,5987027.03,325.56,2.75,243.19,664215.85,5986785.03,50061.65,1277.00,35.31,2.43,50052.90,1426.00,883381,883767,0.13,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.65,664061.55,5987027.13,325.56,2.75,243.19,664215.79,5986785.12,50061.78,1277.00,35.31,2.41,50052.97,1423.00,883381,883767,0.13,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.69,664061.49,5987027.22,325.56,2.75,243.19,664215.73,5986785.22,50061.78,1274.00,35.31,2.41,50052.94,1426.00,883381,883767,0.13,-0.07
0014-,DDB_B10_P05_IC_SFSTBD_GRAD_1,28/06/2026,03:06:37.73,664061.42,5987027.31,325.53,2.75,243.28,664215.86,5986785.31,50061.79,1277.00,35.31,2.40,50052.94,1426.00,883381,883767,0.13,-0.07
