Sequence Number,[3rd Mainline] Name,Date,Time,Ievoli_Cobal CoG Easting,Ievoli_Cobal CoG Northing,Ievoli_Cobal CoG COG,Ievoli_Cobal CoG SOG,SF_Port_MAG_4 Range to Node,SF_Port_MAG_4 Easting,SF_Port_MAG_4 Northing,Magnetic Field 30004_MAG_SFPort_4_883425 [nT] Value,Value Value,Depth Value,Altitude Value,Magnetic Field 30008_MAG_SFPort_8_883439 [nT] Value,Value Value,Value Comment,Value Comment,10002_MRU_SF_Port Pitch,10002_MRU_SF_Port Roll
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:13.76,661268.22,5992431.10,350.61,2.70,196.90,661317.85,5992195.70,50057.69,1533.00,39.09,2.51,50049.67,1575.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:13.84,661268.18,5992431.33,350.61,2.70,196.90,661317.85,5992195.93,50057.71,1531.00,39.09,2.51,50049.67,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:13.88,661268.17,5992431.43,350.61,2.70,196.90,661317.82,5992196.03,50057.75,1533.00,39.09,2.51,50049.71,1575.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:13.92,661268.15,5992431.54,350.61,2.70,196.90,661317.79,5992196.14,50057.74,1531.00,39.09,2.51,50049.71,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:13.97,661268.13,5992431.67,350.61,2.70,196.90,661317.76,5992196.27,50057.69,1533.00,39.09,2.54,50049.73,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.02,661268.11,5992431.79,350.61,2.70,196.90,661317.78,5992196.40,50057.75,1533.00,39.09,2.54,50049.71,1575.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.09,661268.08,5992431.98,350.61,2.70,196.90,661317.73,5992196.58,50057.80,1533.00,39.09,2.53,50049.76,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.13,661268.06,5992432.09,350.61,2.70,196.90,661317.70,5992196.69,50057.74,1533.00,39.09,2.53,50049.81,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.17,661268.05,5992432.19,350.61,2.70,196.90,661317.67,5992196.78,50057.84,1533.00,39.09,2.51,50049.81,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.21,661268.03,5992432.30,350.61,2.70,196.90,661317.64,5992196.90,50057.69,1536.00,38.98,2.51,50049.71,1577.00,883425,883439,0.54,0.13
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.29,661268.00,5992432.52,350.64,2.70,196.91,661317.63,5992197.11,50057.84,1533.00,38.98,2.53,50049.76,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.33,661267.98,5992432.62,350.64,2.70,196.91,661317.60,5992197.21,50057.79,1533.00,38.98,2.53,50049.73,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.37,661267.96,5992432.73,350.64,2.70,196.91,661317.57,5992197.31,50057.80,1536.00,38.98,2.53,50049.81,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.41,661267.94,5992432.84,350.64,2.70,196.92,661317.60,5992197.43,50057.74,1533.00,38.98,2.53,50049.81,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.50,661267.91,5992433.06,350.64,2.70,196.92,661317.53,5992197.65,50057.80,1536.00,38.98,2.56,50049.71,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.53,661267.89,5992433.17,350.64,2.70,196.92,661317.51,5992197.75,50057.65,1536.00,38.98,2.56,50049.67,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.58,661267.87,5992433.28,350.64,2.70,196.92,661317.48,5992197.86,50057.71,1536.00,38.98,2.59,50049.67,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.62,661267.85,5992433.38,350.64,2.70,196.92,661317.45,5992197.96,50057.83,1536.00,38.98,2.59,50049.76,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.66,661267.84,5992433.50,350.64,2.70,196.89,661317.47,5992198.12,50057.75,1533.00,38.98,2.56,50049.78,1577.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.75,661267.80,5992433.76,350.64,2.70,196.89,661317.40,5992198.37,50057.71,1536.00,38.98,2.56,50049.63,1580.00,883425,883439,3.39,0.18
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.78,661267.79,5992433.83,350.64,2.70,196.89,661317.38,5992198.43,50057.69,1536.00,39.09,2.59,50049.63,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.82,661267.77,5992433.94,350.71,2.70,196.89,661317.41,5992198.55,50057.75,1533.00,39.09,2.59,50049.71,1577.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.86,661267.75,5992434.04,350.71,2.70,196.89,661317.38,5992198.66,50057.69,1536.00,39.09,2.56,50049.67,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.94,661267.72,5992434.27,350.71,2.70,196.89,661317.32,5992198.88,50057.66,1536.00,39.09,2.56,50049.63,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:14.99,661267.70,5992434.40,350.71,2.70,196.94,661317.35,5992198.97,50057.56,1538.00,39.09,2.57,50049.58,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.04,661267.68,5992434.51,350.71,2.70,196.94,661317.31,5992199.08,50057.62,1538.00,39.09,2.57,50049.53,1577.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.06,661267.66,5992434.58,350.71,2.70,196.94,661317.29,5992199.15,50057.51,1538.00,39.09,2.58,50049.53,1577.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.15,661267.63,5992434.81,350.71,2.70,196.94,661317.23,5992199.37,50057.66,1538.00,39.09,2.58,50049.55,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.19,661267.61,5992434.91,350.71,2.70,196.94,661317.20,5992199.48,50057.60,1536.00,39.09,2.58,50049.63,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.23,661267.59,5992435.02,350.71,2.70,196.94,661317.18,5992199.58,50057.44,1538.00,39.09,2.58,50049.58,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.28,661267.57,5992435.16,350.71,2.70,196.94,661317.20,5992199.73,50057.47,1538.00,39.09,2.60,50049.49,1580.00,883425,883439,-1.91,0.60
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.31,661267.56,5992435.24,350.71,2.70,196.94,661317.18,5992199.81,50057.57,1538.00,38.98,2.60,50049.49,1580.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.39,661267.53,5992435.45,350.71,2.70,196.94,661317.12,5992200.02,50057.47,1541.00,38.98,2.61,50049.49,1580.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.43,661267.51,5992435.57,350.76,2.70,196.94,661317.18,5992200.14,50057.48,1541.00,38.98,2.61,50049.53,1580.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.47,661267.49,5992435.68,350.76,2.70,196.94,661317.15,5992200.25,50057.42,1543.00,38.98,2.60,50049.44,1580.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.51,661267.48,5992435.78,350.76,2.70,196.94,661317.13,5992200.35,50057.38,1541.00,38.98,2.60,50049.40,1582.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.59,661267.44,5992436.00,350.76,2.70,196.94,661317.08,5992200.57,50057.44,1541.00,38.98,2.59,50049.35,1582.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.63,661267.42,5992436.11,350.76,2.70,196.98,661316.17,5992200.41,50057.39,1543.00,38.98,2.59,50049.44,1582.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.67,661267.40,5992436.22,350.76,2.70,196.99,661316.15,5992200.52,50057.33,1541.00,38.98,2.60,50049.35,1582.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.71,661267.39,5992436.32,350.76,2.70,196.99,661316.12,5992200.62,50057.33,1543.00,38.98,2.60,50049.37,1582.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.80,661267.35,5992436.55,350.76,2.70,196.98,661316.10,5992200.85,50057.35,1543.00,38.98,2.59,50049.31,1584.00,883425,883439,0.28,-0.12
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.84,661267.33,5992436.65,350.76,2.70,196.98,661316.08,5992200.95,50057.24,1543.00,38.98,2.59,50049.31,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.88,661267.31,5992436.77,350.76,2.70,196.99,661316.05,5992201.07,50057.39,1545.00,38.93,2.65,50049.31,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.92,661267.30,5992436.87,350.76,2.70,196.99,661316.03,5992201.17,50057.38,1543.00,38.93,2.65,50049.44,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:15.96,661267.28,5992436.97,350.76,2.70,196.99,661316.01,5992201.27,50057.17,1545.00,38.93,2.62,50049.22,1584.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.07,661267.24,5992437.26,350.81,2.70,196.97,661315.91,5992201.56,50057.24,1545.00,38.93,2.62,50049.22,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.08,661267.23,5992437.30,350.81,2.70,196.97,661315.90,5992201.59,50057.17,1545.00,38.93,2.58,50049.22,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.12,661267.21,5992437.40,350.81,2.70,196.98,661315.87,5992201.70,50057.20,1545.00,38.93,2.58,50049.13,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.16,661267.19,5992437.51,350.81,2.70,196.98,661315.84,5992201.81,50057.29,1545.00,38.93,2.67,50049.26,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.25,661267.16,5992437.74,350.81,2.70,196.98,661315.77,5992202.02,50057.21,1548.00,38.93,2.67,50049.35,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.30,661267.14,5992437.88,350.81,2.70,196.98,661315.78,5992202.16,50057.24,1545.00,38.93,2.59,50049.22,1582.00,883425,883439,1.24,1.46
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.32,661267.13,5992437.95,350.81,2.70,196.98,661315.76,5992202.23,50057.21,1545.00,38.93,2.59,50049.22,1582.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.37,661267.11,5992438.05,350.81,2.70,196.98,661315.73,5992202.33,50057.24,1545.00,38.93,2.59,50049.22,1582.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.41,661267.09,5992438.17,350.81,2.70,196.98,661315.69,5992202.44,50057.21,1543.00,38.93,2.59,50049.26,1582.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.49,661267.05,5992438.38,350.81,2.70,196.98,661315.70,5992202.67,50057.20,1545.00,38.93,2.59,50049.26,1582.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.53,661267.04,5992438.49,350.81,2.70,196.98,661315.66,5992202.78,50057.26,1545.00,38.93,2.59,50049.26,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.57,661267.02,5992438.59,350.81,2.70,196.98,661315.63,5992202.88,50057.20,1543.00,38.93,2.64,50049.17,1582.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.61,661267.00,5992438.71,350.81,2.70,196.98,661315.60,5992202.98,50057.24,1548.00,38.93,2.64,50049.26,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.69,661266.97,5992438.92,350.84,2.70,196.99,661315.62,5992203.20,50057.21,1545.00,38.93,2.60,50049.35,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.73,661266.95,5992439.03,350.84,2.70,197.00,661315.59,5992203.30,50057.20,1545.00,38.93,2.60,50049.17,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.80,661266.92,5992439.21,350.84,2.70,196.99,661315.60,5992203.50,50057.07,1545.00,38.93,2.61,50049.14,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.81,661266.91,5992439.24,350.84,2.70,196.99,661315.59,5992203.53,50057.20,1545.00,38.93,2.61,50049.14,1584.00,883425,883439,-0.31,0.09
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.90,661266.88,5992439.46,350.84,2.70,196.99,661315.53,5992203.74,50057.21,1548.00,38.93,2.62,50049.26,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.94,661266.86,5992439.57,350.84,2.70,196.99,661315.50,5992203.84,50057.20,1545.00,38.93,2.62,50049.26,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:16.98,661266.84,5992439.67,350.84,2.70,197.00,661315.47,5992203.95,50057.20,1548.00,38.98,2.64,50049.22,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.03,661266.82,5992439.81,350.84,2.70,196.99,661315.50,5992204.10,50057.21,1545.00,38.98,2.64,50049.22,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.07,661266.81,5992439.92,350.84,2.70,196.99,661315.46,5992204.21,50057.20,1548.00,38.98,2.62,50049.22,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.14,661266.77,5992440.12,350.84,2.70,196.99,661315.41,5992204.39,50057.26,1548.00,38.98,2.62,50049.31,1582.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.18,661266.76,5992440.23,350.84,2.70,197.00,661315.37,5992204.50,50057.20,1545.00,38.98,2.62,50049.31,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.22,661266.74,5992440.33,350.84,2.70,197.00,661315.34,5992204.60,50057.17,1550.00,38.98,2.62,50049.22,1582.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.26,661266.73,5992440.44,350.88,2.70,196.99,661315.43,5992204.74,50057.06,1548.00,38.98,2.65,50049.13,1582.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.34,661266.69,5992440.66,350.88,2.70,196.99,661315.38,5992204.95,50057.11,1545.00,38.98,2.65,50049.17,1584.00,883425,883439,0.22,0.76
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.38,661266.68,5992440.76,350.88,2.70,196.99,661315.36,5992205.06,50057.07,1548.00,38.98,2.63,50049.17,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.43,661266.66,5992440.88,350.88,2.70,196.99,661315.36,5992205.18,50057.11,1545.00,38.98,2.63,50049.08,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.46,661266.64,5992440.98,350.88,2.70,196.99,661315.34,5992205.28,50057.03,1548.00,38.98,2.66,50049.13,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.55,661266.61,5992441.20,350.88,2.70,196.99,661315.29,5992205.50,50056.97,1545.00,38.93,2.66,50049.04,1582.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.59,661266.59,5992441.30,350.88,2.70,196.99,661315.27,5992205.60,50056.98,1548.00,38.93,2.66,50049.08,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.63,661266.57,5992441.41,350.88,2.70,196.99,661315.25,5992205.70,50057.06,1550.00,38.93,2.66,50049.08,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.67,661266.56,5992441.53,350.88,2.70,196.97,661315.25,5992205.84,50057.02,1545.00,38.93,2.66,50049.08,1582.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.71,661266.54,5992441.64,350.88,2.70,196.97,661315.23,5992205.95,50057.03,1550.00,38.93,2.66,50049.08,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.79,661266.50,5992441.85,350.88,2.70,196.98,661315.18,5992206.16,50056.97,1548.00,38.93,2.63,50049.08,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.83,661266.49,5992441.97,350.92,2.70,197.10,661314.18,5992205.91,50056.97,1548.00,38.93,2.63,50049.04,1584.00,883425,883439,2.08,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.87,661266.48,5992442.07,350.92,2.70,197.10,661314.15,5992206.01,50056.98,1550.00,38.93,2.67,50048.99,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.91,661266.46,5992442.18,350.92,2.70,197.10,661314.12,5992206.11,50057.02,1545.00,38.93,2.67,50049.08,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:17.99,661266.42,5992442.40,350.92,2.70,197.10,661314.12,5992206.34,50057.07,1550.00,38.93,2.64,50049.13,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.03,661266.41,5992442.51,350.92,2.70,197.10,661314.09,5992206.44,50057.06,1548.00,38.93,2.64,50049.13,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.07,661266.39,5992442.61,350.92,2.70,197.10,661314.06,5992206.55,50057.02,1548.00,38.93,2.63,50049.08,1582.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.11,661266.37,5992442.72,350.92,2.70,197.10,661314.03,5992206.65,50057.12,1550.00,38.93,2.63,50049.08,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.16,661266.35,5992442.84,350.92,2.70,197.11,661313.99,5992206.76,50057.02,1548.00,38.93,2.62,50049.08,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.24,661266.32,5992443.05,350.92,2.70,197.11,661313.93,5992206.97,50056.98,1548.00,38.93,2.62,50049.13,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.28,661266.31,5992443.16,350.92,2.70,197.13,661313.96,5992207.06,50056.97,1548.00,38.93,2.64,50049.04,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.34,661266.28,5992443.33,350.92,2.70,197.13,661313.91,5992207.22,50057.03,1548.00,38.93,2.64,50049.13,1584.00,883425,883439,0.27,-0.59
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.36,661266.27,5992443.38,350.92,2.70,197.13,661313.90,5992207.27,50057.06,1550.00,38.93,2.65,50049.13,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.44,661266.24,5992443.59,350.94,2.70,197.13,661313.90,5992207.50,50057.06,1548.00,38.93,2.65,50049.08,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.48,661266.22,5992443.70,350.94,2.70,197.13,661313.87,5992207.60,50056.98,1550.00,38.93,2.64,50049.17,1587.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.52,661266.20,5992443.80,350.94,2.70,197.13,661313.84,5992207.70,50057.02,1550.00,38.93,2.64,50049.04,1587.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.56,661266.19,5992443.91,350.94,2.70,197.13,661313.81,5992207.81,50056.94,1550.00,38.93,2.64,50049.08,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.65,661266.15,5992444.14,350.94,2.70,197.14,661313.82,5992208.04,50057.11,1550.00,38.88,2.64,50049.04,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.69,661266.13,5992444.25,350.94,2.70,197.14,661313.79,5992208.14,50057.02,1550.00,38.88,2.65,50049.13,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.73,661266.12,5992444.35,350.94,2.70,197.14,661313.76,5992208.24,50056.94,1550.00,38.88,2.65,50049.08,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.77,661266.10,5992444.46,350.94,2.70,197.14,661313.73,5992208.35,50056.93,1548.00,38.88,2.64,50049.04,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.81,661266.09,5992444.57,350.94,2.70,197.14,661313.76,5992208.47,50057.03,1550.00,38.88,2.64,50049.04,1584.00,883425,883439,-0.52,-0.83
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.89,661266.05,5992444.78,350.94,2.70,197.14,661313.70,5992208.67,50057.06,1550.00,38.88,2.67,50049.13,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.93,661266.03,5992444.89,350.94,2.70,197.14,661313.67,5992208.78,50056.93,1550.00,38.88,2.67,50049.04,1587.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:18.97,661266.02,5992445.00,350.94,2.70,197.14,661313.64,5992208.88,50057.03,1550.00,38.88,2.66,50049.14,1587.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.01,661266.00,5992445.11,350.97,2.70,197.14,661313.68,5992209.01,50056.97,1550.00,38.88,2.66,50049.08,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.09,661265.97,5992445.33,350.97,2.70,197.15,661313.62,5992209.22,50056.94,1553.00,38.88,2.65,50049.07,1587.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.13,661265.95,5992445.43,350.97,2.70,197.15,661313.59,5992209.32,50056.88,1550.00,38.88,2.65,50048.96,1587.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.17,661265.93,5992445.54,350.97,2.70,197.15,661313.56,5992209.42,50056.88,1550.00,38.93,2.65,50048.99,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.21,661265.92,5992445.65,350.97,2.70,197.15,661313.53,5992209.53,50056.85,1553.00,38.93,2.65,50048.99,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.26,661265.90,5992445.76,350.97,2.70,197.15,661313.55,5992209.65,50056.83,1550.00,38.93,2.64,50048.99,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.36,661265.86,5992446.03,350.97,2.70,197.15,661313.48,5992209.91,50056.88,1553.00,38.93,2.64,50049.02,1584.00,883425,883439,-0.31,0.56
0014-,DDB_B10_P15_IC_SFpt_GRAD_4,28/06/2026,03:44:19.38,661265.85,5992446.08,350.97,2.70,197.15,661313.46,5992209.96,50056.94,1550.00,38.93,2.66,50049.02,1584.00,883425,883439,-0.31,0.56
